IDLOCAL;LOCAL
137742;2.A1.07.05.06.04
137743;2.A1.07.05.06.05
137746;2.A1.07.06.01.01
137747;2.A1.07.06.01.02
137749;2.A1.07.06.01.04
137750;2.A1.07.06.01.05
137752;2.A1.07.06.02.01
137753;2.A1.07.06.02.02
137755;2.A1.07.06.02.04
137756;2.A1.07.06.02.05
137758;2.A1.07.06.03.01
137759;2.A1.07.06.03.02
137761;2.A1.07.06.03.04
137762;2.A1.07.06.03.05
137764;2.A1.07.06.04.01
137765;2.A1.07.06.04.02
137767;2.A1.07.06.04.04
137768;2.A1.07.06.04.05
137770;2.A1.07.06.05.01
137771;2.A1.07.06.05.02
137773;2.A1.07.06.05.04
137774;2.A1.07.06.05.05
137776;2.A1.07.06.06.01
137777;2.A1.07.06.06.02
137779;2.A1.07.06.06.04
137780;2.A1.07.06.06.05
137783;2.A1.07.07.01.01
137784;2.A1.07.07.01.02
137786;2.A1.07.07.01.04
137787;2.A1.07.07.01.05
137789;2.A1.07.07.02.01
137790;2.A1.07.07.02.02
137792;2.A1.07.07.02.04
137793;2.A1.07.07.02.05
222628;2.C2.05.13.05.04
222629;2.C2.05.13.05.05
222631;2.C2.05.13.06.01
222632;2.C2.05.13.06.02
222634;2.C2.05.13.06.04
222635;2.C2.05.13.06.05
222638;2.C2.05.14.01.01
222639;2.C2.05.14.01.02
222641;2.C2.05.14.01.04
222642;2.C2.05.14.01.05
222644;2.C2.05.14.02.01
222645;2.C2.05.14.02.02
222647;2.C2.05.14.02.04
222648;2.C2.05.14.02.05
222650;2.C2.05.14.03.01
222651;2.C2.05.14.03.02
222653;2.C2.05.14.03.04
222654;2.C2.05.14.03.05
222656;2.C2.05.14.04.01
222657;2.C2.05.14.04.02
222659;2.C2.05.14.04.04
222660;2.C2.05.14.04.05
222662;2.C2.05.14.05.01
222663;2.C2.05.14.05.02
222665;2.C2.05.14.05.04
222666;2.C2.05.14.05.05
222668;2.C2.05.14.06.01
222669;2.C2.05.14.06.02
222671;2.C2.05.14.06.04
222672;2.C2.05.14.06.05
222675;2.C2.05.15.01.01
222676;2.C2.05.15.01.02
222678;2.C2.05.15.01.04
222679;2.C2.05.15.01.05
222681;2.C2.05.15.02.01
222682;2.C2.05.15.02.02
222684;2.C2.05.15.02.04
222685;2.C2.05.15.02.05
222687;2.C2.05.15.03.01
222688;2.C2.05.15.03.02
222690;2.C2.05.15.03.04
222691;2.C2.05.15.03.05
222693;2.C2.05.15.04.01
222694;2.C2.05.15.04.02
222696;2.C2.05.15.04.04
222697;2.C2.05.15.04.05
222699;2.C2.05.15.05.01
222700;2.C2.05.15.05.02
222702;2.C2.05.15.05.04
222703;2.C2.05.15.05.05
222705;2.C2.05.15.06.01
222706;2.C2.05.15.06.02
222708;2.C2.05.15.06.04
222709;2.C2.05.15.06.05
222712;2.C2.05.16.01.01
222713;2.C2.05.16.01.02
222715;2.C2.05.16.01.04
222716;2.C2.05.16.01.05
222718;2.C2.05.16.02.01
222719;2.C2.05.16.02.02
222721;2.C2.05.16.02.04
222722;2.C2.05.16.02.05
222724;2.C2.05.16.03.01
222725;2.C2.05.16.03.02
222727;2.C2.05.16.03.04
223176;2.C2.06.02.04.02
223178;2.C2.06.02.04.04
223179;2.C2.06.02.04.05
223181;2.C2.06.02.05.01
223182;2.C2.06.02.05.02
223184;2.C2.06.02.05.04
223185;2.C2.06.02.05.05
223187;2.C2.06.02.06.01
223188;2.C2.06.02.06.02
223190;2.C2.06.02.06.04
223191;2.C2.06.02.06.05
223194;2.C2.06.03.01.01
223195;2.C2.06.03.01.02
223197;2.C2.06.03.01.04
223198;2.C2.06.03.01.05
223200;2.C2.06.03.02.01
223201;2.C2.06.03.02.02
223203;2.C2.06.03.02.04
223204;2.C2.06.03.02.05
223206;2.C2.06.03.03.01
223207;2.C2.06.03.03.02
223209;2.C2.06.03.03.04
223210;2.C2.06.03.03.05
223212;2.C2.06.03.04.01
223213;2.C2.06.03.04.02
223215;2.C2.06.03.04.04
223216;2.C2.06.03.04.05
223218;2.C2.06.03.05.01
223219;2.C2.06.03.05.02
223221;2.C2.06.03.05.04
223222;2.C2.06.03.05.05
223224;2.C2.06.03.06.01
223225;2.C2.06.03.06.02
223227;2.C2.06.03.06.04
223228;2.C2.06.03.06.05
223231;2.C2.06.04.01.01
223232;2.C2.06.04.01.02
223234;2.C2.06.04.01.04
223235;2.C2.06.04.01.05
223237;2.C2.06.04.02.01
223238;2.C2.06.04.02.02
223240;2.C2.06.04.02.04
223241;2.C2.06.04.02.05
223243;2.C2.06.04.03.01
223244;2.C2.06.04.03.02
223246;2.C2.06.04.03.04
223247;2.C2.06.04.03.05
223249;2.C2.06.04.04.01
223250;2.C2.06.04.04.02
223252;2.C2.06.04.04.04
223253;2.C2.06.04.04.05
223255;2.C2.06.04.05.01
223256;2.C2.06.04.05.02
223258;2.C2.06.04.05.04
223259;2.C2.06.04.05.05
223261;2.C2.06.04.06.01
223262;2.C2.06.04.06.02
223264;2.C2.06.04.06.04
223265;2.C2.06.04.06.05
223268;2.C2.06.05.01.01
223269;2.C2.06.05.01.02
223271;2.C2.06.05.01.04
223272;2.C2.06.05.01.05
223274;2.C2.06.05.02.01
223275;2.C2.06.05.02.02
223277;2.C2.06.05.02.04
223278;2.C2.06.05.02.05
223280;2.C2.06.05.03.01
223281;2.C2.06.05.03.02
223283;2.C2.06.05.03.04
223284;2.C2.06.05.03.05
223286;2.C2.06.05.04.01
223287;2.C2.06.05.04.02
223289;2.C2.06.05.04.04
223290;2.C2.06.05.04.05
223292;2.C2.06.05.05.01
223293;2.C2.06.05.05.02
223295;2.C2.06.05.05.04
223296;2.C2.06.05.05.05
223298;2.C2.06.05.06.01
223299;2.C2.06.05.06.02
223301;2.C2.06.05.06.04
223302;2.C2.06.05.06.05
223305;2.C2.06.06.01.01
223306;2.C2.06.06.01.02
223308;2.C2.06.06.01.04
223309;2.C2.06.06.01.05
223311;2.C2.06.06.02.01
223312;2.C2.06.06.02.02
223314;2.C2.06.06.02.04
223315;2.C2.06.06.02.05
223317;2.C2.06.06.03.01
223318;2.C2.06.06.03.02
223320;2.C2.06.06.03.04
223321;2.C2.06.06.03.05
223323;2.C2.06.06.04.01
223324;2.C2.06.06.04.02
223326;2.C2.06.06.04.04
223327;2.C2.06.06.04.05
223329;2.C2.06.06.05.01
223330;2.C2.06.06.05.02
223332;2.C2.06.06.05.04
223333;2.C2.06.06.05.05
223335;2.C2.06.06.06.01
223336;2.C2.06.06.06.02
223338;2.C2.06.06.06.04
223339;2.C2.06.06.06.05
223342;2.C2.06.07.01.01
223343;2.C2.06.07.01.02
223345;2.C2.06.07.01.04
223346;2.C2.06.07.01.05
223348;2.C2.06.07.02.01
223349;2.C2.06.07.02.02
223351;2.C2.06.07.02.04
223352;2.C2.06.07.02.05
223354;2.C2.06.07.03.01
223355;2.C2.06.07.03.02
223357;2.C2.06.07.03.04
223358;2.C2.06.07.03.05
223360;2.C2.06.07.04.01
223361;2.C2.06.07.04.02
223363;2.C2.06.07.04.04
223364;2.C2.06.07.04.05
223366;2.C2.06.07.05.01
223367;2.C2.06.07.05.02
223369;2.C2.06.07.05.04
223370;2.C2.06.07.05.05
223372;2.C2.06.07.06.01
223373;2.C2.06.07.06.02
223375;2.C2.06.07.06.04
223376;2.C2.06.07.06.05
223379;2.C2.06.08.01.01
223380;2.C2.06.08.01.02
223382;2.C2.06.08.01.04
223383;2.C2.06.08.01.05
223385;2.C2.06.08.02.01
223386;2.C2.06.08.02.02
223388;2.C2.06.08.02.04
223389;2.C2.06.08.02.05
223391;2.C2.06.08.03.01
223392;2.C2.06.08.03.02
223394;2.C2.06.08.03.04
223395;2.C2.06.08.03.05
223397;2.C2.06.08.04.01
223398;2.C2.06.08.04.02
223400;2.C2.06.08.04.04
223401;2.C2.06.08.04.05
223403;2.C2.06.08.05.01
223404;2.C2.06.08.05.02
223406;2.C2.06.08.05.04
223407;2.C2.06.08.05.05
223409;2.C2.06.08.06.01
223410;2.C2.06.08.06.02
223412;2.C2.06.08.06.04
223413;2.C2.06.08.06.05
223416;2.C2.06.09.01.01
223417;2.C2.06.09.01.02
223419;2.C2.06.09.01.04
223420;2.C2.06.09.01.05
223422;2.C2.06.09.02.01
223423;2.C2.06.09.02.02
145120;1.A2.05.23.01.04
145121;1.A2.05.23.01.05
145123;1.A2.05.23.02.01
145124;1.A2.05.23.02.02
145126;1.A2.05.23.02.04
145127;1.A2.05.23.02.05
145129;1.A2.05.23.03.01
145130;1.A2.05.23.03.02
145132;1.A2.05.23.03.04
145133;1.A2.05.23.03.05
145135;1.A2.05.23.04.01
145136;1.A2.05.23.04.02
145138;1.A2.05.23.04.04
145139;1.A2.05.23.04.05
145141;1.A2.05.23.05.01
145142;1.A2.05.23.05.02
145144;1.A2.05.23.05.04
145145;1.A2.05.23.05.05
145147;1.A2.05.23.06.01
145148;1.A2.05.23.06.02
145150;1.A2.05.23.06.04
145151;1.A2.05.23.06.05
145154;1.A2.05.24.01.01
145155;1.A2.05.24.01.02
145157;1.A2.05.24.01.04
145158;1.A2.05.24.01.05
145160;1.A2.05.24.02.01
145161;1.A2.05.24.02.02
145163;1.A2.05.24.02.04
145164;1.A2.05.24.02.05
145166;1.A2.05.24.03.01
145167;1.A2.05.24.03.02
145169;1.A2.05.24.03.04
145170;1.A2.05.24.03.05
145172;1.A2.05.24.04.01
145173;1.A2.05.24.04.02
145175;1.A2.05.24.04.04
145176;1.A2.05.24.04.05
145178;1.A2.05.24.05.01
145179;1.A2.05.24.05.02
145181;1.A2.05.24.05.04
145182;1.A2.05.24.05.05
145184;1.A2.05.24.06.01
145185;1.A2.05.24.06.02
145187;1.A2.05.24.06.04
145188;1.A2.05.24.06.05
145191;1.A2.05.25.01.01
145192;1.A2.05.25.01.02
145194;1.A2.05.25.01.04
145195;1.A2.05.25.01.05
145197;1.A2.05.25.02.01
145198;1.A2.05.25.02.02
145200;1.A2.05.25.02.04
145201;1.A2.05.25.02.05
145203;1.A2.05.25.03.01
145204;1.A2.05.25.03.02
145206;1.A2.05.25.03.04
145207;1.A2.05.25.03.05
145209;1.A2.05.25.04.01
145210;1.A2.05.25.04.02
145212;1.A2.05.25.04.04
145213;1.A2.05.25.04.05
145215;1.A2.05.25.05.01
145216;1.A2.05.25.05.02
145218;1.A2.05.25.05.04
145219;1.A2.05.25.05.05
145221;1.A2.05.25.06.01
145222;1.A2.05.25.06.02
145224;1.A2.05.25.06.04
145225;1.A2.05.25.06.05
145228;1.A2.05.26.01.01
145229;1.A2.05.26.01.02
145231;1.A2.05.26.01.04
145232;1.A2.05.26.01.05
145234;1.A2.05.26.02.01
145235;1.A2.05.26.02.02
145237;1.A2.05.26.02.04
145238;1.A2.05.26.02.05
145240;1.A2.05.26.03.01
145241;1.A2.05.26.03.02
145243;1.A2.05.26.03.04
145244;1.A2.05.26.03.05
145246;1.A2.05.26.04.01
145247;1.A2.05.26.04.02
145249;1.A2.05.26.04.04
145250;1.A2.05.26.04.05
145252;1.A2.05.26.05.01
145253;1.A2.05.26.05.02
145255;1.A2.05.26.05.04
145256;1.A2.05.26.05.05
145258;1.A2.05.26.06.01
145259;1.A2.05.26.06.02
145261;1.A2.05.26.06.04
145262;1.A2.05.26.06.05
145266;1.A2.06.01.01.01
145267;1.A2.06.01.01.02
145269;1.A2.06.01.01.04
145270;1.A2.06.01.01.05
145272;1.A2.06.01.02.01
145273;1.A2.06.01.02.02
145275;1.A2.06.01.02.04
145276;1.A2.06.01.02.05
145278;1.A2.06.01.03.01
145279;1.A2.06.01.03.02
145281;1.A2.06.01.03.04
145282;1.A2.06.01.03.05
145284;1.A2.06.01.04.01
145285;1.A2.06.01.04.02
145287;1.A2.06.01.04.04
145288;1.A2.06.01.04.05
145290;1.A2.06.01.05.01
145291;1.A2.06.01.05.02
145293;1.A2.06.01.05.04
145294;1.A2.06.01.05.05
145296;1.A2.06.01.06.01
145297;1.A2.06.01.06.02
145299;1.A2.06.01.06.04
145300;1.A2.06.01.06.05
145303;1.A2.06.02.01.01
145304;1.A2.06.02.01.02
145306;1.A2.06.02.01.04
145307;1.A2.06.02.01.05
145309;1.A2.06.02.02.01
145310;1.A2.06.02.02.02
145312;1.A2.06.02.02.04
145313;1.A2.06.02.02.05
145315;1.A2.06.02.03.01
145316;1.A2.06.02.03.02
145318;1.A2.06.02.03.04
145319;1.A2.06.02.03.05
145321;1.A2.06.02.04.01
145322;1.A2.06.02.04.02
145324;1.A2.06.02.04.04
145325;1.A2.06.02.04.05
145327;1.A2.06.02.05.01
145328;1.A2.06.02.05.02
145330;1.A2.06.02.05.04
145331;1.A2.06.02.05.05
145333;1.A2.06.02.06.01
145334;1.A2.06.02.06.02
145336;1.A2.06.02.06.04
145337;1.A2.06.02.06.05
145340;1.A2.06.03.01.01
145341;1.A2.06.03.01.02
145343;1.A2.06.03.01.04
145344;1.A2.06.03.01.05
145346;1.A2.06.03.02.01
145347;1.A2.06.03.02.02
145349;1.A2.06.03.02.04
145350;1.A2.06.03.02.05
145352;1.A2.06.03.03.01
145353;1.A2.06.03.03.02
145355;1.A2.06.03.03.04
145356;1.A2.06.03.03.05
145358;1.A2.06.03.04.01
145359;1.A2.06.03.04.02
145361;1.A2.06.03.04.04
145362;1.A2.06.03.04.05
145364;1.A2.06.03.05.01
145365;1.A2.06.03.05.02
145367;1.A2.06.03.05.04
145368;1.A2.06.03.05.05
145370;1.A2.06.03.06.01
145371;1.A2.06.03.06.02
145373;1.A2.06.03.06.04
145374;1.A2.06.03.06.05
145377;1.A2.06.04.01.01
145378;1.A2.06.04.01.02
145380;1.A2.06.04.01.04
145381;1.A2.06.04.01.05
145383;1.A2.06.04.02.01
145384;1.A2.06.04.02.02
145386;1.A2.06.04.02.04
145387;1.A2.06.04.02.05
145389;1.A2.06.04.03.01
145390;1.A2.06.04.03.02
145392;1.A2.06.04.03.04
145393;1.A2.06.04.03.05
145395;1.A2.06.04.04.01
145396;1.A2.06.04.04.02
145398;1.A2.06.04.04.04
145399;1.A2.06.04.04.05
145401;1.A2.06.04.05.01
145402;1.A2.06.04.05.02
145404;1.A2.06.04.05.04
145405;1.A2.06.04.05.05
145407;1.A2.06.04.06.01
145408;1.A2.06.04.06.02
145410;1.A2.06.04.06.04
145411;1.A2.06.04.06.05
145414;1.A2.06.05.01.01
145415;1.A2.06.05.01.02
145417;1.A2.06.05.01.04
145418;1.A2.06.05.01.05
145420;1.A2.06.05.02.01
145421;1.A2.06.05.02.02
145423;1.A2.06.05.02.04
145424;1.A2.06.05.02.05
145426;1.A2.06.05.03.01
145427;1.A2.06.05.03.02
145429;1.A2.06.05.03.04
145430;1.A2.06.05.03.05
145432;1.A2.06.05.04.01
145433;1.A2.06.05.04.02
145435;1.A2.06.05.04.04
145436;1.A2.06.05.04.05
145438;1.A2.06.05.05.01
145439;1.A2.06.05.05.02
145441;1.A2.06.05.05.04
145442;1.A2.06.05.05.05
145444;1.A2.06.05.06.01
145445;1.A2.06.05.06.02
145447;1.A2.06.05.06.04
145448;1.A2.06.05.06.05
145451;1.A2.06.06.01.01
145452;1.A2.06.06.01.02
145454;1.A2.06.06.01.04
145455;1.A2.06.06.01.05
145457;1.A2.06.06.02.01
145458;1.A2.06.06.02.02
145460;1.A2.06.06.02.04
145461;1.A2.06.06.02.05
145463;1.A2.06.06.03.01
145464;1.A2.06.06.03.02
145466;1.A2.06.06.03.04
145467;1.A2.06.06.03.05
137795;2.A1.07.07.03.01
137796;2.A1.07.07.03.02
137798;2.A1.07.07.03.04
137799;2.A1.07.07.03.05
137801;2.A1.07.07.04.01
137802;2.A1.07.07.04.02
137804;2.A1.07.07.04.04
137805;2.A1.07.07.04.05
137807;2.A1.07.07.05.01
137808;2.A1.07.07.05.02
137810;2.A1.07.07.05.04
137811;2.A1.07.07.05.05
137813;2.A1.07.07.06.01
137814;2.A1.07.07.06.02
137816;2.A1.07.07.06.04
137817;2.A1.07.07.06.05
137820;2.A1.07.08.01.01
137821;2.A1.07.08.01.02
137823;2.A1.07.08.01.04
137824;2.A1.07.08.01.05
137826;2.A1.07.08.02.01
137827;2.A1.07.08.02.02
137829;2.A1.07.08.02.04
137830;2.A1.07.08.02.05
137832;2.A1.07.08.03.01
137833;2.A1.07.08.03.02
137835;2.A1.07.08.03.04
137836;2.A1.07.08.03.05
137838;2.A1.07.08.04.01
137839;2.A1.07.08.04.02
137841;2.A1.07.08.04.04
137842;2.A1.07.08.04.05
137844;2.A1.07.08.05.01
137845;2.A1.07.08.05.02
137847;2.A1.07.08.05.04
137848;2.A1.07.08.05.05
137850;2.A1.07.08.06.01
137851;2.A1.07.08.06.02
137853;2.A1.07.08.06.04
137854;2.A1.07.08.06.05
137857;2.A1.07.09.01.01
137858;2.A1.07.09.01.02
137860;2.A1.07.09.01.04
137861;2.A1.07.09.01.05
137863;2.A1.07.09.02.01
137864;2.A1.07.09.02.02
137866;2.A1.07.09.02.04
137867;2.A1.07.09.02.05
137869;2.A1.07.09.03.01
137870;2.A1.07.09.03.02
137872;2.A1.07.09.03.04
137873;2.A1.07.09.03.05
137875;2.A1.07.09.04.01
137876;2.A1.07.09.04.02
137878;2.A1.07.09.04.04
137879;2.A1.07.09.04.05
137881;2.A1.07.09.05.01
137882;2.A1.07.09.05.02
137884;2.A1.07.09.05.04
137885;2.A1.07.09.05.05
137887;2.A1.07.09.06.01
137888;2.A1.07.09.06.02
137890;2.A1.07.09.06.04
137891;2.A1.07.09.06.05
137894;2.A1.07.10.01.01
137895;2.A1.07.10.01.02
137897;2.A1.07.10.01.04
137898;2.A1.07.10.01.05
137900;2.A1.07.10.02.01
137901;2.A1.07.10.02.02
137903;2.A1.07.10.02.04
137904;2.A1.07.10.02.05
137906;2.A1.07.10.03.01
137907;2.A1.07.10.03.02
137909;2.A1.07.10.03.04
137910;2.A1.07.10.03.05
137912;2.A1.07.10.04.01
137913;2.A1.07.10.04.02
137915;2.A1.07.10.04.04
137916;2.A1.07.10.04.05
137918;2.A1.07.10.05.01
137919;2.A1.07.10.05.02
137921;2.A1.07.10.05.04
137922;2.A1.07.10.05.05
137924;2.A1.07.10.06.01
137925;2.A1.07.10.06.02
137927;2.A1.07.10.06.04
137928;2.A1.07.10.06.05
137931;2.A1.07.11.01.01
137932;2.A1.07.11.01.02
137934;2.A1.07.11.01.04
137935;2.A1.07.11.01.05
137937;2.A1.07.11.02.01
137938;2.A1.07.11.02.02
137940;2.A1.07.11.02.04
137941;2.A1.07.11.02.05
137943;2.A1.07.11.03.01
137944;2.A1.07.11.03.02
137946;2.A1.07.11.03.04
137947;2.A1.07.11.03.05
137949;2.A1.07.11.04.01
137950;2.A1.07.11.04.02
137952;2.A1.07.11.04.04
137953;2.A1.07.11.04.05
137955;2.A1.07.11.05.01
137956;2.A1.07.11.05.02
137958;2.A1.07.11.05.04
137959;2.A1.07.11.05.05
137961;2.A1.07.11.06.01
137962;2.A1.07.11.06.02
137964;2.A1.07.11.06.04
137965;2.A1.07.11.06.05
137968;2.A1.07.12.01.01
137969;2.A1.07.12.01.02
137971;2.A1.07.12.01.04
137972;2.A1.07.12.01.05
137974;2.A1.07.12.02.01
137975;2.A1.07.12.02.02
137977;2.A1.07.12.02.04
137978;2.A1.07.12.02.05
137980;2.A1.07.12.03.01
137981;2.A1.07.12.03.02
137983;2.A1.07.12.03.04
137984;2.A1.07.12.03.05
137986;2.A1.07.12.04.01
137987;2.A1.07.12.04.02
137989;2.A1.07.12.04.04
137990;2.A1.07.12.04.05
137992;2.A1.07.12.05.01
137993;2.A1.07.12.05.02
137995;2.A1.07.12.05.04
138445;2.A1.07.24.06.04
138446;2.A1.07.24.06.05
138449;2.A1.07.25.01.01
138450;2.A1.07.25.01.02
138452;2.A1.07.25.01.04
138453;2.A1.07.25.01.05
138455;2.A1.07.25.02.01
138456;2.A1.07.25.02.02
138458;2.A1.07.25.02.04
138459;2.A1.07.25.02.05
138461;2.A1.07.25.03.01
138462;2.A1.07.25.03.02
138464;2.A1.07.25.03.04
138465;2.A1.07.25.03.05
138467;2.A1.07.25.04.01
138468;2.A1.07.25.04.02
138470;2.A1.07.25.04.04
138471;2.A1.07.25.04.05
138473;2.A1.07.25.05.01
138474;2.A1.07.25.05.02
138476;2.A1.07.25.05.04
138477;2.A1.07.25.05.05
138479;2.A1.07.25.06.01
138480;2.A1.07.25.06.02
138482;2.A1.07.25.06.04
138483;2.A1.07.25.06.05
138486;2.A1.07.26.01.01
138487;2.A1.07.26.01.02
138489;2.A1.07.26.01.04
138490;2.A1.07.26.01.05
138492;2.A1.07.26.02.01
138493;2.A1.07.26.02.02
138495;2.A1.07.26.02.04
138496;2.A1.07.26.02.05
138498;2.A1.07.26.03.01
138499;2.A1.07.26.03.02
138501;2.A1.07.26.03.04
138502;2.A1.07.26.03.05
138504;2.A1.07.26.04.01
138505;2.A1.07.26.04.02
138507;2.A1.07.26.04.04
138508;2.A1.07.26.04.05
138510;2.A1.07.26.05.01
138511;2.A1.07.26.05.02
138513;2.A1.07.26.05.04
138514;2.A1.07.26.05.05
138516;2.A1.07.26.06.01
138517;2.A1.07.26.06.02
138519;2.A1.07.26.06.04
138520;2.A1.07.26.06.05
138524;2.A1.08.01.01.01
138525;2.A1.08.01.01.02
138527;2.A1.08.01.01.04
138528;2.A1.08.01.01.05
138530;2.A1.08.01.02.01
138531;2.A1.08.01.02.02
138533;2.A1.08.01.02.04
138534;2.A1.08.01.02.05
138536;2.A1.08.01.03.01
138537;2.A1.08.01.03.02
138539;2.A1.08.01.03.04
138540;2.A1.08.01.03.05
138542;2.A1.08.01.04.01
138543;2.A1.08.01.04.02
138545;2.A1.08.01.04.04
138546;2.A1.08.01.04.05
138548;2.A1.08.01.05.01
138549;2.A1.08.01.05.02
138551;2.A1.08.01.05.04
138552;2.A1.08.01.05.05
138554;2.A1.08.01.06.01
138555;2.A1.08.01.06.02
138557;2.A1.08.01.06.04
138558;2.A1.08.01.06.05
138561;2.A1.08.02.01.01
138562;2.A1.08.02.01.02
138564;2.A1.08.02.01.04
138565;2.A1.08.02.01.05
138567;2.A1.08.02.02.01
138568;2.A1.08.02.02.02
138570;2.A1.08.02.02.04
138571;2.A1.08.02.02.05
138573;2.A1.08.02.03.01
138574;2.A1.08.02.03.02
138576;2.A1.08.02.03.04
138577;2.A1.08.02.03.05
138579;2.A1.08.02.04.01
138580;2.A1.08.02.04.02
138582;2.A1.08.02.04.04
138583;2.A1.08.02.04.05
138585;2.A1.08.02.05.01
138586;2.A1.08.02.05.02
138588;2.A1.08.02.05.04
138589;2.A1.08.02.05.05
138591;2.A1.08.02.06.01
223425;2.C2.06.09.02.04
223426;2.C2.06.09.02.05
223428;2.C2.06.09.03.01
223429;2.C2.06.09.03.02
223431;2.C2.06.09.03.04
223432;2.C2.06.09.03.05
223434;2.C2.06.09.04.01
223435;2.C2.06.09.04.02
223437;2.C2.06.09.04.04
223438;2.C2.06.09.04.05
223440;2.C2.06.09.05.01
223441;2.C2.06.09.05.02
223443;2.C2.06.09.05.04
223444;2.C2.06.09.05.05
223446;2.C2.06.09.06.01
223447;2.C2.06.09.06.02
223449;2.C2.06.09.06.04
223450;2.C2.06.09.06.05
223453;2.C2.06.10.01.01
223454;2.C2.06.10.01.02
223456;2.C2.06.10.01.04
223457;2.C2.06.10.01.05
223459;2.C2.06.10.02.01
223460;2.C2.06.10.02.02
223462;2.C2.06.10.02.04
223463;2.C2.06.10.02.05
223465;2.C2.06.10.03.01
223466;2.C2.06.10.03.02
223468;2.C2.06.10.03.04
223469;2.C2.06.10.03.05
223471;2.C2.06.10.04.01
223472;2.C2.06.10.04.02
223474;2.C2.06.10.04.04
223475;2.C2.06.10.04.05
223477;2.C2.06.10.05.01
223478;2.C2.06.10.05.02
223480;2.C2.06.10.05.04
223481;2.C2.06.10.05.05
223483;2.C2.06.10.06.01
223484;2.C2.06.10.06.02
223486;2.C2.06.10.06.04
223487;2.C2.06.10.06.05
223490;2.C2.06.11.01.01
223491;2.C2.06.11.01.02
223493;2.C2.06.11.01.04
223494;2.C2.06.11.01.05
223496;2.C2.06.11.02.01
223497;2.C2.06.11.02.02
223499;2.C2.06.11.02.04
223500;2.C2.06.11.02.05
223502;2.C2.06.11.03.01
223503;2.C2.06.11.03.02
223505;2.C2.06.11.03.04
223506;2.C2.06.11.03.05
223508;2.C2.06.11.04.01
223509;2.C2.06.11.04.02
223511;2.C2.06.11.04.04
223512;2.C2.06.11.04.05
223514;2.C2.06.11.05.01
223515;2.C2.06.11.05.02
223517;2.C2.06.11.05.04
223518;2.C2.06.11.05.05
223520;2.C2.06.11.06.01
223521;2.C2.06.11.06.02
223523;2.C2.06.11.06.04
223524;2.C2.06.11.06.05
223527;2.C2.06.12.01.01
223528;2.C2.06.12.01.02
223530;2.C2.06.12.01.04
223531;2.C2.06.12.01.05
223533;2.C2.06.12.02.01
223534;2.C2.06.12.02.02
223536;2.C2.06.12.02.04
223537;2.C2.06.12.02.05
223539;2.C2.06.12.03.01
223540;2.C2.06.12.03.02
223542;2.C2.06.12.03.04
223543;2.C2.06.12.03.05
223545;2.C2.06.12.04.01
223546;2.C2.06.12.04.02
223548;2.C2.06.12.04.04
223549;2.C2.06.12.04.05
223551;2.C2.06.12.05.01
223552;2.C2.06.12.05.02
223554;2.C2.06.12.05.04
223555;2.C2.06.12.05.05
223557;2.C2.06.12.06.01
223558;2.C2.06.12.06.02
223560;2.C2.06.12.06.04
223561;2.C2.06.12.06.05
223564;2.C2.06.13.01.01
223565;2.C2.06.13.01.02
223567;2.C2.06.13.01.04
223568;2.C2.06.13.01.05
223570;2.C2.06.13.02.01
223571;2.C2.06.13.02.02
223573;2.C2.06.13.02.04
223574;2.C2.06.13.02.05
223576;2.C2.06.13.03.01
223577;2.C2.06.13.03.02
223579;2.C2.06.13.03.04
223580;2.C2.06.13.03.05
223582;2.C2.06.13.04.01
223583;2.C2.06.13.04.02
223585;2.C2.06.13.04.04
223586;2.C2.06.13.04.05
223588;2.C2.06.13.05.01
223589;2.C2.06.13.05.02
223591;2.C2.06.13.05.04
223592;2.C2.06.13.05.05
223594;2.C2.06.13.06.01
223595;2.C2.06.13.06.02
223597;2.C2.06.13.06.04
223598;2.C2.06.13.06.05
223601;2.C2.06.14.01.01
223602;2.C2.06.14.01.02
223604;2.C2.06.14.01.04
223605;2.C2.06.14.01.05
223607;2.C2.06.14.02.01
223608;2.C2.06.14.02.02
223610;2.C2.06.14.02.04
223611;2.C2.06.14.02.05
223613;2.C2.06.14.03.01
223614;2.C2.06.14.03.02
223616;2.C2.06.14.03.04
223617;2.C2.06.14.03.05
223619;2.C2.06.14.04.01
223620;2.C2.06.14.04.02
223622;2.C2.06.14.04.04
223623;2.C2.06.14.04.05
224520;2.C2.07.12.06.01
224521;2.C2.07.12.06.02
224523;2.C2.07.12.06.04
224524;2.C2.07.12.06.05
224527;2.C2.07.13.01.01
224528;2.C2.07.13.01.02
224530;2.C2.07.13.01.04
224531;2.C2.07.13.01.05
224533;2.C2.07.13.02.01
224534;2.C2.07.13.02.02
224536;2.C2.07.13.02.04
224537;2.C2.07.13.02.05
224539;2.C2.07.13.03.01
224540;2.C2.07.13.03.02
224542;2.C2.07.13.03.04
224543;2.C2.07.13.03.05
224545;2.C2.07.13.04.01
224546;2.C2.07.13.04.02
224548;2.C2.07.13.04.04
224549;2.C2.07.13.04.05
224551;2.C2.07.13.05.01
224552;2.C2.07.13.05.02
224554;2.C2.07.13.05.04
224555;2.C2.07.13.05.05
224557;2.C2.07.13.06.01
224558;2.C2.07.13.06.02
224560;2.C2.07.13.06.04
224561;2.C2.07.13.06.05
224564;2.C2.07.14.01.01
224565;2.C2.07.14.01.02
224567;2.C2.07.14.01.04
224568;2.C2.07.14.01.05
